element,x
U.2022_vs_L.2021:R2,0.350280296
U.2022_vs_L.2021:F,20.48675935
U.2022_vs_L.2021:P,0.001
U.2022_vs_L.2022:Df,1
U.2022_vs_L.2022:SumOfSqs,1.80933975
U.2022_vs_L.2022:R2,0.423093602
U.2022_vs_L.2022:F,26.40180406
U.2022_vs_L.2022:P,0.001
U.2022_vs_L.2023:Df,1
U.2022_vs_L.2023:SumOfSqs,1.544614582
U.2022_vs_L.2023:R2,0.324872826
U.2022_vs_L.2023:F,17.32328678
U.2022_vs_L.2023:P,0.001
U.2022_vs_L.2024:Df,1
U.2022_vs_L.2024:SumOfSqs,1.540991743
U.2022_vs_L.2024:R2,0.325235711
U.2022_vs_L.2024:F,17.35196394
U.2022_vs_L.2024:P,0.001
U.2022_vs_H.2020:Df,1
U.2022_vs_H.2020:SumOfSqs,1.137557642
U.2022_vs_H.2020:R2,0.224748106
U.2022_vs_H.2020:F,8.69709991
U.2022_vs_H.2020:P,0.003
U.2022_vs_H.2021:Df,1
U.2022_vs_H.2021:SumOfSqs,7.814316839
U.2022_vs_H.2021:R2,0.935932128
U.2022_vs_H.2021:F,540.5125443
U.2022_vs_H.2021:P,0.001
U.2022_vs_H.2022:Df,1
U.2022_vs_H.2022:SumOfSqs,6.866843638
U.2022_vs_H.2022:R2,0.835385807
U.2022_vs_H.2022:F,187.7679819
U.2022_vs_H.2022:P,0.001
U.2022_vs_H.2023:Df,1
U.2022_vs_H.2023:SumOfSqs,6.682885702
U.2022_vs_H.2023:R2,0.788592208
U.2022_vs_H.2023:F,138.0172012
U.2022_vs_H.2023:P,0.001
U.2022_vs_H.2024:Df,1
U.2022_vs_H.2024:SumOfSqs,5.908336996
U.2022_vs_H.2024:R2,0.793635999
U.2022_vs_H.2024:F,142.2948375
U.2022_vs_H.2024:P,0.001
U.2023_vs_U.2024:Df,1
U.2023_vs_U.2024:SumOfSqs,0.006188272
U.2023_vs_U.2024:R2,0.021497749
U.2023_vs_U.2024:F,0.8348621
U.2023_vs_U.2024:P,0.401
U.2023_vs_L.2020:Df,1
U.2023_vs_L.2020:SumOfSqs,0.407559787
U.2023_vs_L.2020:R2,0.127890564
U.2023_vs_L.2020:F,5.425868223
U.2023_vs_L.2020:P,0.025
U.2023_vs_L.2021:Df,1
U.2023_vs_L.2021:SumOfSqs,1.648990435
U.2023_vs_L.2021:R2,0.377738412
U.2023_vs_L.2021:F,23.067565
U.2023_vs_L.2021:P,0.001
U.2023_vs_L.2022:Df,1
U.2023_vs_L.2022:SumOfSqs,1.947563149
U.2023_vs_L.2022:R2,0.4519991
U.2023_vs_L.2022:F,29.69332271
U.2023_vs_L.2022:P,0.001
U.2023_vs_L.2023:Df,1
U.2023_vs_L.2023:SumOfSqs,1.673265461
U.2023_vs_L.2023:R2,0.350255417
U.2023_vs_L.2023:F,19.40638718
U.2023_vs_L.2023:P,0.001
U.2023_vs_L.2024:Df,1
U.2023_vs_L.2024:SumOfSqs,1.669209434
U.2023_vs_L.2024:R2,0.350645156
U.2023_vs_L.2024:F,19.43964187
U.2023_vs_L.2024:P,0.001
U.2023_vs_H.2020:Df,1
U.2023_vs_H.2020:SumOfSqs,1.207661387
U.2023_vs_H.2020:R2,0.240297985
U.2023_vs_H.2020:F,9.489167345
U.2023_vs_H.2020:P,0.001
U.2023_vs_H.2021:Df,1
U.2023_vs_H.2021:SumOfSqs,8.087599973
U.2023_vs_H.2021:R2,0.949625748
U.2023_vs_H.2021:F,697.5022271
U.2023_vs_H.2021:P,0.001
U.2023_vs_H.2022:Df,1
U.2023_vs_H.2022:SumOfSqs,7.129953859
U.2023_vs_H.2022:R2,0.851116469
U.2023_vs_H.2022:F,211.5164057
U.2023_vs_H.2022:P,0.001
U.2023_vs_H.2023:Df,1
U.2023_vs_H.2023:SumOfSqs,6.952039806
U.2023_vs_H.2023:R2,0.804848
U.2023_vs_H.2023:F,152.5958019
U.2023_vs_H.2023:P,0.001
U.2023_vs_H.2024:Df,1
U.2023_vs_H.2024:SumOfSqs,6.164411094
U.2023_vs_H.2024:R2,0.81166014
U.2023_vs_H.2024:F,159.4533687
U.2023_vs_H.2024:P,0.001
U.2024_vs_L.2020:Df,1
U.2024_vs_L.2020:SumOfSqs,0.520054795
U.2024_vs_L.2020:R2,0.163624556
U.2024_vs_L.2020:F,7.238505893
U.2024_vs_L.2020:P,0.011
U.2024_vs_L.2021:Df,1
U.2024_vs_L.2021:SumOfSqs,1.868773531
U.2024_vs_L.2021:R2,0.418606349
U.2024_vs_L.2021:F,27.36019092
U.2024_vs_L.2021:P,0.001
U.2024_vs_L.2022:Df,1
U.2024_vs_L.2022:SumOfSqs,2.180633672
U.2024_vs_L.2022:R2,0.49325463
U.2024_vs_L.2022:F,35.04159633
U.2024_vs_L.2022:P,0.001
U.2024_vs_L.2023:Df,1
U.2024_vs_L.2023:SumOfSqs,1.892411396
U.2024_vs_L.2023:R2,0.388148762
U.2024_vs_L.2023:F,22.83783138
U.2024_vs_L.2023:P,0.001
U.2024_vs_L.2024:Df,1
U.2024_vs_L.2024:SumOfSqs,1.887460038
U.2024_vs_L.2024:R2,0.388549577
U.2024_vs_L.2024:F,22.87640049
U.2024_vs_L.2024:P,0.001
U.2024_vs_H.2020:Df,1
U.2024_vs_H.2020:SumOfSqs,1.303962025
U.2024_vs_H.2020:R2,0.260737925
U.2024_vs_H.2020:F,10.58100781
U.2024_vs_H.2020:P,0.001
U.2024_vs_H.2021:Df,1
U.2024_vs_H.2021:SumOfSqs,8.56485938
U.2024_vs_H.2021:R2,0.965278721
U.2024_vs_H.2021:F,1028.628915
U.2024_vs_H.2021:P,0.001
U.2024_vs_H.2022:Df,1
U.2024_vs_H.2022:SumOfSqs,7.579995944
U.2024_vs_H.2022:R2,0.870635316
U.2024_vs_H.2022:F,249.0131442
U.2024_vs_H.2022:P,0.001
U.2024_vs_H.2023:Df,1
U.2024_vs_H.2023:SumOfSqs,7.401455925
U.2024_vs_H.2023:R2,0.825485715
U.2024_vs_H.2023:F,175.0170283
U.2024_vs_H.2023:P,0.001
U.2024_vs_H.2024:Df,1
U.2024_vs_H.2024:SumOfSqs,6.587271047
U.2024_vs_H.2024:R2,0.834176055
U.2024_vs_H.2024:F,186.1282093
U.2024_vs_H.2024:P,0.001
L.2020_vs_L.2021:Df,1
L.2020_vs_L.2021:SumOfSqs,0.396369704
L.2020_vs_L.2021:R2,0.072206018
L.2020_vs_L.2021:F,2.879542993
L.2020_vs_L.2021:P,0.093
L.2020_vs_L.2022:Df,1
L.2020_vs_L.2022:SumOfSqs,0.575852476
L.2020_vs_L.2022:R2,0.108371594
L.2020_vs_L.2022:F,4.254020814
L.2020_vs_L.2022:P,0.045
L.2020_vs_L.2023:Df,1
L.2020_vs_L.2023:SumOfSqs,0.432538481
L.2020_vs_L.2023:R2,0.0731484
L.2020_vs_L.2023:F,2.762248031
L.2020_vs_L.2023:P,0.104
L.2020_vs_L.2024:Df,1
L.2020_vs_L.2024:SumOfSqs,0.431811205
L.2020_vs_L.2024:R2,0.07319311
L.2020_vs_L.2024:F,2.764069728
L.2020_vs_L.2024:P,0.113
L.2020_vs_H.2020:Df,1
L.2020_vs_H.2020:SumOfSqs,0.608103867
L.2020_vs_H.2020:R2,0.089390971
L.2020_vs_H.2020:F,2.846817981
L.2020_vs_H.2020:P,0.048
L.2020_vs_H.2021:Df,1
L.2020_vs_H.2021:SumOfSqs,4.75832531
L.2020_vs_H.2021:R2,0.629078402
L.2020_vs_H.2021:F,61.05555081
L.2020_vs_H.2021:P,0.001
L.2020_vs_H.2022:Df,1
L.2020_vs_H.2022:SumOfSqs,4.015703761
L.2020_vs_H.2022:R2,0.525646894
L.2020_vs_H.2022:F,39.89283074
L.2020_vs_H.2022:P,0.001
L.2020_vs_H.2023:Df,1
L.2020_vs_H.2023:SumOfSqs,3.915224339
L.2020_vs_H.2023:R2,0.490782847
L.2020_vs_H.2023:F,34.69675441
L.2020_vs_H.2023:P,0.001
L.2020_vs_H.2024:Df,1
L.2020_vs_H.2024:SumOfSqs,3.335175504
L.2020_vs_H.2024:R2,0.466967454
L.2020_vs_H.2024:F,31.53808989
L.2020_vs_H.2024:P,0.001
L.2021_vs_L.2022:Df,1
L.2021_vs_L.2022:SumOfSqs,0.023014727
L.2021_vs_L.2022:R2,0.004898772
L.2021_vs_L.2022:F,0.177223972
L.2021_vs_L.2022:P,0.714
L.2021_vs_L.2023:Df,1
L.2021_vs_L.2023:SumOfSqs,-0.001721492
L.2021_vs_L.2023:R2,-0.000317846
L.2021_vs_L.2023:F,-0.011438823
L.2021_vs_L.2023:P,0.983
L.2021_vs_L.2024:Df,1
L.2021_vs_L.2024:SumOfSqs,0.000614181
L.2021_vs_L.2024:R2,0.000113619
L.2021_vs_L.2024:F,0.004090742
L.2021_vs_L.2024:P,0.96
L.2021_vs_H.2020:Df,1
L.2021_vs_H.2020:SumOfSqs,0.766396541
L.2021_vs_H.2020:R2,0.111100142
L.2021_vs_H.2020:F,3.749583507
L.2021_vs_H.2020:P,0.031
L.2021_vs_H.2021:Df,1
L.2021_vs_H.2021:SumOfSqs,2.497637997
L.2021_vs_H.2021:R2,0.476604046
L.2021_vs_H.2021:F,33.69217773
L.2021_vs_H.2021:P,0.001
L.2021_vs_H.2022:Df,1
L.2021_vs_H.2022:SumOfSqs,1.955961968
L.2021_vs_H.2022:R2,0.354532465
L.2021_vs_H.2022:F,20.32278988
L.2021_vs_H.2022:P,0.001
L.2021_vs_H.2023:Df,1
L.2021_vs_H.2023:SumOfSqs,1.897601242
L.2021_vs_H.2023:R2,0.321785557
L.2021_vs_H.2023:F,17.55501608
L.2021_vs_H.2023:P,0.001
L.2021_vs_H.2024:Df,1
L.2021_vs_H.2024:SumOfSqs,1.486613098
L.2021_vs_H.2024:R2,0.284200934
L.2021_vs_H.2024:F,14.69048368
L.2021_vs_H.2024:P,0.001
L.2022_vs_L.2023:Df,1
L.2022_vs_L.2023:SumOfSqs,0.008519818
L.2022_vs_L.2023:R2,0.001680062
L.2022_vs_L.2023:F,0.057218238
L.2022_vs_L.2023:P,0.882
L.2022_vs_L.2024:Df,1
L.2022_vs_L.2024:SumOfSqs,0.009652214
L.2022_vs_L.2024:R2,0.001907762
L.2022_vs_L.2024:F,0.064987876
L.2022_vs_L.2024:P,0.873
L.2022_vs_H.2020:Df,1
L.2022_vs_H.2020:SumOfSqs,0.818650693
L.2022_vs_H.2020:R2,0.124126784
L.2022_vs_H.2020:F,3.968097078
L.2022_vs_H.2020:P,0.026
L.2022_vs_H.2021:Df,1
L.2022_vs_H.2021:SumOfSqs,1.956956106
L.2022_vs_H.2021:R2,0.450436106
L.2022_vs_H.2021:F,28.68686224
L.2022_vs_H.2021:P,0.001
L.2022_vs_H.2022:Df,1
L.2022_vs_H.2022:SumOfSqs,1.483614526
L.2022_vs_H.2022:R2,0.316373169
L.2022_vs_H.2022:F,16.1975224
L.2022_vs_H.2022:P,0.002
L.2022_vs_H.2023:Df,1
L.2022_vs_H.2023:SumOfSqs,1.430989408
L.2022_vs_H.2023:R2,0.281953834
L.2022_vs_H.2023:F,13.74338398
L.2022_vs_H.2023:P,0.001
L.2022_vs_H.2024:Df,1
L.2022_vs_H.2024:SumOfSqs,1.08392495
L.2022_vs_H.2024:R2,0.242329503
L.2022_vs_H.2024:F,11.19422311
L.2022_vs_H.2024:P,0.002
L.2023_vs_L.2024:Df,1
L.2023_vs_L.2024:SumOfSqs,-0.001442924
L.2023_vs_L.2024:R2,-0.000249161
L.2023_vs_L.2024:F,-0.008469348
L.2023_vs_L.2024:P,0.987
L.2023_vs_H.2020:Df,1
L.2023_vs_H.2020:SumOfSqs,0.629914012
L.2023_vs_H.2020:R2,0.088108057
L.2023_vs_H.2020:F,2.705392468
L.2023_vs_H.2020:P,0.073
L.2023_vs_H.2021:Df,1
L.2023_vs_H.2021:SumOfSqs,2.275479841
L.2023_vs_H.2021:R2,0.420925418
L.2023_vs_H.2021:F,25.44126456
L.2023_vs_H.2021:P,0.001
L.2023_vs_H.2022:Df,1
L.2023_vs_H.2022:SumOfSqs,1.756610432
L.2023_vs_H.2022:R2,0.307894545
L.2023_vs_H.2022:F,15.57032816
L.2023_vs_H.2022:P,0.002
L.2023_vs_H.2023:Df,1
L.2023_vs_H.2023:SumOfSqs,1.68107279
L.2023_vs_H.2023:R2,0.27703272
L.2023_vs_H.2023:F,13.41159616
L.2023_vs_H.2023:P,0.002
L.2023_vs_H.2024:Df,1
L.2023_vs_H.2024:SumOfSqs,1.30839633
L.2023_vs_H.2024:R2,0.240505051
L.2023_vs_H.2024:F,11.08325583
L.2023_vs_H.2024:P,0.002
L.2024_vs_H.2020:Df,1
L.2024_vs_H.2020:SumOfSqs,0.641797221
L.2024_vs_H.2020:R2,0.089781978
L.2024_vs_H.2020:F,2.761860711
L.2024_vs_H.2020:P,0.061
L.2024_vs_H.2021:Df,1
L.2024_vs_H.2021:SumOfSqs,2.284770225
L.2024_vs_H.2021:R2,0.42292021
L.2024_vs_H.2021:F,25.65019193
L.2024_vs_H.2021:P,0.001
L.2024_vs_H.2022:Df,1
L.2024_vs_H.2022:SumOfSqs,1.770151442
L.2024_vs_H.2022:R2,0.310228841
L.2024_vs_H.2022:F,15.74146628
L.2024_vs_H.2022:P,0.001
L.2024_vs_H.2023:Df,1
L.2024_vs_H.2023:SumOfSqs,1.693745701
L.2024_vs_H.2023:R2,0.279127976
L.2024_vs_H.2023:F,13.55230728
L.2024_vs_H.2023:P,0.001
L.2024_vs_H.2024:Df,1
L.2024_vs_H.2024:SumOfSqs,1.316747549
L.2024_vs_H.2024:R2,0.242239183
L.2024_vs_H.2024:F,11.1887171
L.2024_vs_H.2024:P,0.003
H.2020_vs_H.2021:Df,1
H.2020_vs_H.2021:SumOfSqs,3.312774169
H.2020_vs_H.2021:R2,0.462858532
H.2020_vs_H.2021:F,24.98950138
H.2020_vs_H.2021:P,0.001
H.2020_vs_H.2022:Df,1
H.2020_vs_H.2022:SumOfSqs,2.715577101
H.2020_vs_H.2022:R2,0.368053393
H.2020_vs_H.2022:F,16.88995283
H.2020_vs_H.2022:P,0.001
H.2020_vs_H.2023:Df,1
H.2020_vs_H.2023:SumOfSqs,2.453667765
H.2020_vs_H.2023:R2,0.324784883
H.2020_vs_H.2023:F,13.94927539
H.2020_vs_H.2023:P,0.001
H.2020_vs_H.2024:Df,1
H.2020_vs_H.2024:SumOfSqs,2.148216045
H.2020_vs_H.2024:R2,0.307149644
H.2020_vs_H.2024:F,12.85608009
H.2020_vs_H.2024:P,0.001
H.2021_vs_H.2022:Df,1
H.2021_vs_H.2022:SumOfSqs,0.047751232
H.2021_vs_H.2022:R2,0.036137222
H.2021_vs_H.2022:F,1.349714924
H.2021_vs_H.2022:P,0.307
H.2021_vs_H.2023:Df,1
H.2021_vs_H.2023:SumOfSqs,0.119139178
H.2021_vs_H.2023:R2,0.065060146
H.2021_vs_H.2023:F,2.505150721
H.2021_vs_H.2023:P,0.04
H.2021_vs_H.2024:Df,1
H.2021_vs_H.2024:SumOfSqs,0.25289498
H.2021_vs_H.2024:R2,0.147916602
H.2021_vs_H.2024:F,6.249385532
H.2021_vs_H.2024:P,0.004
H.2022_vs_H.2023:Df,1
H.2022_vs_H.2023:SumOfSqs,0.023933692
H.2022_vs_H.2023:R2,0.009370269
H.2022_vs_H.2023:F,0.340520471
H.2022_vs_H.2023:P,0.812
H.2022_vs_H.2024:Df,1
H.2022_vs_H.2024:SumOfSqs,0.083097811
H.2022_vs_H.2024:R2,0.035238984
H.2022_vs_H.2024:F,1.314940607
H.2022_vs_H.2024:P,0.264
H.2023_vs_H.2024:Df,1
H.2023_vs_H.2024:SumOfSqs,0.05326533
H.2023_vs_H.2024:R2,0.019252082
H.2023_vs_H.2024:F,0.706680031
H.2023_vs_H.2024:P,0.571
